Event Status,Time,Half,Home Score,Away Score,Home Handicap,Home Handicap Odds,Away Handicap,Away Handicap Odds,Home Handicap 2,Home Handicap 2 Odds,Away Handicap 2,Away Handicap 2 Odds,Over/Under Line,Over Odds,Under Odds,Over/Under Line 2,Over Odds 2,Under Odds 2,1X2 Home,1X2 Draw,1X2 Away
H1_30',11:31:06,1H_30',1,2,-2.0,-0.99,2.0,0.83,-1.75,0.76,1.75,-0.94,5.75,0.82,-0.98,6.0,-0.94,0.76,1.6,4.0,5.0
H1_30',11:31:17,1H_30',1,2,-2.0,-0.98,2.0,0.82,-1.75,0.76,1.75,-0.94,5.75,0.83,-0.99,6.0,-0.93,0.76,1.59,3.94,5.0
H1_30',11:31:27,1H_30',1,2,-2.0,-0.97,2.0,0.82,-1.75,0.77,1.75,-0.94,5.75,0.83,-0.99,6.0,-0.93,0.75,1.59,3.94,5.0
H1_31',11:31:37,1H_31',1,2,-2.0,-0.97,2.0,0.82,-1.75,0.77,1.75,-0.94,5.75,0.83,-0.99,6.0,-0.93,0.75,1.59,4.0,5.0
H1_31',11:32:18,1H_31',1,2,-2.0,-0.96,2.0,0.81,-1.75,0.77,1.75,-0.94,5.75,0.86,0.98,6.0,-0.91,0.72,1.6,3.94,5.0
H1_32',11:32:28,1H_32',1,2,-2.0,-0.96,2.0,0.8,-1.75,0.78,1.75,-0.95,5.75,0.87,0.97,6.0,-0.89,0.71,1.61,3.94,4.85
H1_32',11:32:39,1H_32',1,2,-2.0,-0.97,2.0,0.81,-1.75,0.76,1.75,-0.94,5.75,0.85,0.99,6.0,-0.91,0.73,1.6,4.0,5.0
H1_32',11:33:10,1H_32',1,2,-2.0,-0.96,2.0,0.8,-1.75,0.78,1.75,-0.95,5.75,0.89,0.95,6.0,-0.86,0.69,1.6,3.94,5.0
H1_32',11:33:20,1H_32',1,2,-1.75,0.81,1.75,-0.96,-2.0,-0.95,2.0,0.77,5.75,0.9,0.93,5.5,0.69,-0.86,1.61,3.94,5.0
H1_33',11:33:30,1H_33',1,2,-1.75,0.81,1.75,-0.97,-2.0,-0.94,2.0,0.77,5.75,0.9,0.93,6.0,-0.86,0.69,1.62,3.94,5.0
H1_33',11:33:51,1H_33',1,2,-1.75,0.84,1.75,1.0,-2.0,-0.91,2.0,0.73,5.75,0.92,0.92,5.5,0.7,-0.87,1.63,3.94,4.85
H1_33',11:34:01,1H_33',1,2,-1.75,0.84,1.75,-0.99,-2.0,-0.91,2.0,0.74,5.75,0.91,0.92,5.5,0.69,-0.87,1.63,3.94,4.85
H1_33',11:34:11,1H_33',1,2,-1.75,0.85,1.75,0.99,-2.0,-0.89,2.0,0.72,5.75,0.92,0.93,5.5,0.71,-0.89,1.64,3.94,4.85
H1_34',11:34:32,1H_34',1,2,-1.75,0.86,1.75,0.98,-2.0,-0.88,2.0,0.71,5.75,0.96,0.88,5.5,0.73,-0.91,1.64,3.94,4.85
H1_34',11:34:42,1H_34',1,2,-1.75,0.88,1.75,0.96,-2.0,-0.88,2.0,0.71,5.75,0.94,0.89,5.5,0.72,-0.9,1.65,3.86,4.7
H1_34',11:34:52,1H_34',1,2,-1.75,0.9,1.75,0.94,-1.5,0.69,1.5,-0.85,5.75,0.96,0.87,5.5,0.74,-0.92,1.67,3.86,4.57
H1_34',11:35:02,1H_34',1,2,-1.75,0.89,1.75,0.96,-1.5,0.68,1.5,-0.85,5.75,0.96,0.88,5.5,0.74,-0.92,1.67,3.86,4.57
H1_34',11:35:13,1H_34',1,2,-1.75,0.91,1.75,0.93,-1.5,0.69,1.5,-0.86,5.75,0.99,0.84,5.5,0.77,-0.94,1.69,3.78,4.57
H1_34',11:35:23,1H_34',1,2,-1.75,0.94,1.75,0.9,-1.5,0.72,1.5,-0.88,5.75,1.0,0.85,5.5,0.79,-0.95,1.69,3.78,4.5
H1_35',11:35:33,1H_35',1,2,-1.75,0.93,1.75,0.91,-1.5,0.71,1.5,-0.88,5.75,1.0,0.84,5.5,0.79,-0.95,1.69,3.78,4.5
H1_35',11:35:44,1H_35',1,2,-1.75,0.94,1.75,0.9,-1.5,0.71,1.5,-0.88,5.75,-0.98,0.82,5.5,0.79,-0.97,1.69,3.78,4.5
H1_35',11:36:25,1H_35',1,2,-1.75,0.95,1.75,0.89,-1.5,0.72,1.5,-0.88,5.5,0.84,0.99,5.75,-0.94,0.76,1.71,3.7,4.5
H1_36',11:36:35,1H_36',1,2,-1.75,0.95,1.75,0.89,-1.5,0.72,1.5,-0.88,5.5,0.85,0.99,5.75,-0.93,0.76,1.71,3.7,4.5
H1_36',11:36:45,1H_36',1,2,-1.75,0.94,1.75,0.9,-1.5,0.7,1.5,-0.86,5.5,0.85,0.99,5.75,-0.94,0.76,1.71,3.7,4.5
H1_36',11:36:56,1H_36',1,2,-1.75,0.92,1.75,0.92,-1.5,0.68,1.5,-0.85,5.5,0.86,0.98,5.75,-0.93,0.75,1.71,3.7,4.57
H1_36',11:37:06,1H_36',1,2,-1.75,0.92,1.75,0.91,-1.5,0.67,1.5,-0.84,5.5,0.86,0.97,5.75,-0.92,0.74,1.7,3.7,4.57
H1_36',11:37:26,1H_36',1,2,-1.75,0.93,1.75,0.91,-1.5,0.67,1.5,-0.84,5.5,0.87,0.97,5.75,-0.91,0.74,1.7,3.7,4.5
H1_36',11:37:37,1H_36',1,2,-1.75,0.92,1.75,0.91,-1.5,0.67,1.5,-0.84,5.5,0.89,0.94,5.75,-0.89,0.72,1.7,3.7,4.5
H1_36',11:37:47,1H_36',1,2,-1.75,0.91,1.75,0.93,-1.5,0.66,1.5,-0.83,5.5,0.9,0.93,5.75,-0.88,0.71,1.68,3.7,4.57
H1_37',11:37:57,1H_37',1,2,-1.75,0.91,1.75,0.93,-1.5,0.67,1.5,-0.83,5.5,0.92,0.92,5.75,-0.87,0.7,1.69,3.7,4.5
H1_37',11:38:07,1H_37',1,2,-1.75,0.92,1.75,0.92,-1.5,0.69,1.5,-0.85,5.5,0.92,0.92,5.75,-0.87,0.7,1.7,3.7,4.5
H1_37',11:38:18,1H_37',1,2,-1.75,0.91,1.75,0.93,-1.5,0.68,1.5,-0.85,5.5,0.94,0.89,5.75,-0.86,0.69,1.7,3.7,4.5
H1_37',11:38:28,1H_37',1,2,-1.75,0.9,1.75,0.94,-1.5,0.68,1.5,-0.85,5.5,0.94,0.89,5.75,-0.86,0.69,1.69,3.7,4.5
H1_38',11:38:38,1H_38',1,2,-1.75,0.89,1.75,0.94,-1.5,0.67,1.5,-0.84,5.5,0.95,0.89,5.25,0.68,-0.85,1.69,3.7,4.5
H1_38',11:38:49,1H_38',1,2,-1.75,0.89,1.75,0.95,-1.5,0.68,1.5,-0.85,5.5,0.94,0.9,5.75,-0.85,0.68,1.69,3.7,4.5
H1_38',11:38:59,1H_38',1,2,-1.75,0.91,1.75,0.93,-1.5,0.68,1.5,-0.85,5.5,0.95,0.88,5.25,0.68,-0.86,1.7,3.63,4.57
H1_38',11:39:19,1H_38',1,2,-1.75,0.9,1.75,0.94,-1.5,0.69,1.5,-0.85,5.5,0.96,0.87,5.25,0.69,-0.87,1.7,3.63,4.57
H1_39',11:39:40,1H_39',1,2,-1.75,0.91,1.75,0.93,-1.5,0.69,1.5,-0.86,5.5,0.98,0.86,5.25,0.71,-0.88,1.7,3.63,4.57
H1_39',11:40:01,1H_39',1,2,-1.75,0.92,1.75,0.92,-1.5,0.69,1.5,-0.86,5.5,0.98,0.85,5.25,0.72,-0.9,1.72,3.63,4.57
H1_39',11:40:21,1H_39',1,2,-1.75,0.91,1.75,0.93,-1.5,0.68,1.5,-0.85,5.5,0.99,0.85,5.25,0.73,-0.9,1.71,3.63,4.7
H1_39',11:40:32,1H_39',1,2,-1.75,0.9,1.75,0.94,-1.5,0.68,1.5,-0.85,5.5,0.99,0.85,5.25,0.73,-0.9,1.71,3.63,4.7
H1_40',11:40:42,1H_40',1,2,-1.75,0.92,1.75,0.92,-1.5,0.7,1.5,-0.86,5.5,-0.99,0.83,5.25,0.75,-0.93,1.72,3.63,4.57
H1_40',11:40:52,1H_40',1,2,-1.75,0.95,1.75,0.9,-1.5,0.72,1.5,-0.89,5.5,-0.96,0.8,5.25,0.77,-0.95,1.72,3.63,4.57
H1_40',11:41:13,1H_40',1,2,-1.75,0.96,1.75,0.88,-1.5,0.72,1.5,-0.89,5.25,0.8,-0.96,5.5,-0.96,0.78,1.72,3.63,4.57
H1_40',11:41:23,1H_40',1,2,-1.75,0.95,1.75,0.89,-1.5,0.71,1.5,-0.88,5.25,0.82,-0.97,5.5,-0.96,0.78,1.72,3.63,4.57
H1_41',11:41:33,1H_41',1,2,-1.75,0.97,1.75,0.88,-1.5,0.73,1.5,-0.9,5.25,0.83,-0.98,5.5,-0.94,0.76,1.72,3.63,4.5
H1_41',11:41:54,1H_41',1,2,-1.75,0.97,1.75,0.87,-1.5,0.75,1.5,-0.92,5.25,0.83,-0.99,5.5,-0.93,0.76,1.74,3.56,4.5
H1_41',11:42:14,1H_41',1,2,-1.75,0.98,1.75,0.87,-1.5,0.75,1.5,-0.92,5.25,0.84,-0.99,5.5,-0.93,0.75,1.74,3.56,4.5
H1_42',11:42:35,1H_42',1,2,-1.75,0.98,1.75,0.87,-1.5,0.75,1.5,-0.92,5.25,0.85,0.99,5.5,-0.93,0.75,1.75,3.56,4.5
H1_42',11:42:56,1H_42',1,2,-1.75,0.98,1.75,0.86,-1.5,0.75,1.5,-0.93,5.25,0.87,0.96,5.5,-0.9,0.72,1.75,3.56,4.5
H1_43',11:43:26,1H_43',1,2,-1.75,1.0,1.75,0.84,-1.5,0.76,1.5,-0.93,5.25,0.91,0.94,5.5,-0.88,0.71,1.76,3.56,4.5
H1_43',11:43:57,1H_43',1,2,-1.75,-0.98,1.75,0.83,-1.5,0.77,1.5,-0.95,5.25,0.92,0.91,5.5,-0.87,0.69,1.77,3.5,4.33
H1_44',11:44:28,1H_44',1,2,-1.75,-0.98,1.75,0.83,-1.5,0.78,1.5,-0.95,5.25,0.91,0.92,5.5,-0.86,0.69,1.78,3.5,4.33
H1_44',11:45:09,1H_44',1,2,-1.75,-0.97,1.75,0.81,-1.5,0.78,1.5,-0.96,5.25,0.95,0.88,5.5,-0.84,0.67,1.78,3.5,4.5
H1_45',11:45:30,1H_45',1,2,-1.75,-0.97,1.75,0.81,-1.5,0.78,1.5,-0.96,5.25,0.95,0.88,5.5,-0.83,0.67,1.78,3.5,4.5
H1_45',11:45:40,1H_45',1,2,-1.75,-0.96,1.75,0.81,-1.5,0.79,1.5,-0.96,5.25,0.97,0.87,5.5,-0.83,0.67,1.78,3.5,4.5
H1_45',11:46:21,1H_45',1,2,-1.5,0.82,1.5,-0.98,-1.75,-0.95,1.75,0.77,5.25,1.0,0.84,5.0,0.7,-0.87,1.8,3.44,4.33
H1_46',11:46:32,1H_46',1,2,-1.5,0.82,1.5,-0.98,-1.75,-0.95,1.75,0.77,5.25,-0.99,0.84,5.0,0.71,-0.88,1.8,3.44,4.33
H1_46',11:47:02,1H_46',1,2,-1.5,0.83,1.5,-0.98,-1.75,-0.93,1.75,0.76,5.25,-0.97,0.81,5.0,0.71,-0.89,1.81,3.44,4.33
H1_46',11:47:23,1H_46',1,2,-1.5,0.84,1.5,0.99,-1.75,-0.93,1.75,0.76,5.25,-0.95,0.8,5.0,0.74,-0.91,1.81,3.38,4.23
H1_47',11:47:33,1H_47',1,2,-1.5,0.85,1.5,0.99,-1.75,-0.92,1.75,0.75,5.25,-0.96,0.8,5.0,0.74,-0.91,1.82,3.44,4.23
H1_47',11:47:43,1H_47',1,2,-1.5,0.85,1.5,1.0,-1.75,-0.92,1.75,0.75,5.25,-0.96,0.8,5.0,0.73,-0.9,1.82,3.44,4.23
H1_47',11:47:54,1H_47',1,2,-1.5,0.85,1.5,0.99,-1.75,-0.92,1.75,0.75,5.25,-0.95,0.79,5.0,0.73,-0.91,1.82,3.44,4.23
H1_47',11:48:25,1H_47',1,2,-1.5,0.85,1.5,0.98,-1.75,-0.92,1.75,0.73,5.0,0.76,-0.94,5.25,-0.93,0.77,1.82,3.38,4.23
H1_48',11:48:35,1H_48',1,2,-1.5,0.85,1.5,0.99,-1.75,-0.91,1.75,0.74,5.0,0.76,-0.95,5.25,-0.93,0.77,1.83,3.38,4.23
H1_48',11:49:16,1H_48',1,2,-1.5,0.86,1.5,0.98,-1.75,-0.9,1.75,0.74,5.0,0.8,-0.96,5.25,-0.92,0.73,1.84,3.38,4.33
HT_BREAK,11:49:26,Half_Time,1,2,-1.5,0.86,1.5,0.98,-1.75,-0.88,1.75,0.72,5.0,0.8,-0.96,5.25,-0.92,0.73,1.84,3.38,4.23
HT_BREAK,11:49:47,Half_Time,1,2,-1.5,0.85,1.5,0.99,-1.75,-0.9,1.75,0.73,5.0,0.8,-0.95,5.25,-0.92,0.73,1.84,3.33,4.23
HT_BREAK,11:50:07,Half_Time,1,2,-1.5,0.84,1.5,1.0,-1.75,-0.91,1.75,0.74,5.0,0.79,-0.93,5.25,-0.93,0.74,1.83,3.33,4.33
HT_BREAK,11:51:30,Half_Time,1,2,-1.5,0.83,1.5,-0.99,-1.75,-0.93,1.75,0.74,5.0,0.78,-0.93,5.25,-0.92,0.73,1.82,3.33,4.33
H2_1',12:04:32,2H_1',1,2,-1.5,0.83,1.5,-0.99,-1.75,-0.93,1.75,0.75,5.0,0.78,-0.94,5.25,-0.93,0.74,1.82,3.33,4.5
H2_1',12:04:53,2H_1',1,2,-1.5,0.84,1.5,-0.99,-1.75,-0.89,1.75,0.74,5.0,0.79,-0.93,5.25,-0.9,0.75,1.83,3.27,4.33
H2_1',12:05:13,2H_1',1,2,-1.5,0.85,1.5,0.99,-1.75,-0.88,1.75,0.74,5.0,0.79,-0.94,5.25,-0.9,0.75,1.84,3.27,4.33
H2_1',12:05:34,2H_1',1,2,-1.5,0.84,1.5,1.0,-1.75,-0.88,1.75,0.73,5.0,0.79,-0.95,5.25,-0.89,0.73,1.84,3.27,4.33
H2_1',12:05:44,2H_1',1,2,-1.5,0.83,1.5,-0.99,-1.75,-0.88,1.75,0.74,5.0,0.79,-0.95,5.25,-0.89,0.73,1.84,3.27,4.33
H2_1',12:06:05,2H_1',1,2,-1.5,0.84,1.5,1.0,-1.75,-0.91,1.75,0.74,5.0,0.81,-0.97,5.25,-0.9,0.72,1.84,3.33,4.33
H2_1',12:06:15,2H_1',1,2,-1.5,0.83,1.5,1.0,-1.75,-0.89,1.75,0.72,5.0,0.81,-0.97,5.25,-0.9,0.72,1.84,3.33,4.5
H2_1',12:06:25,2H_1',1,2,-1.5,0.84,1.5,0.99,-1.75,-0.89,1.75,0.72,5.0,0.81,-0.98,5.25,-0.89,0.71,1.84,3.33,4.5
H2_2',12:06:35,2H_2',1,2,-1.5,0.86,1.5,0.98,-1.75,-0.88,1.75,0.72,5.0,0.82,-0.99,5.25,-0.88,0.71,1.84,3.27,4.33
H2_2',12:06:46,2H_2',1,2,-1.5,0.86,1.5,0.99,-1.75,-0.89,1.75,0.72,5.0,0.82,-0.99,5.25,-0.88,0.71,1.84,3.27,4.33
H2_2',12:07:06,2H_2',1,2,-1.5,0.86,1.5,0.98,-1.75,-0.88,1.75,0.71,5.0,0.84,1.0,5.25,-0.88,0.71,1.84,3.33,4.33
H2_2',12:07:27,2H_2',1,2,-1.5,0.87,1.5,0.97,-1.75,-0.87,1.75,0.7,5.0,0.84,1.0,5.25,-0.87,0.69,1.86,3.27,4.33
H2_3',12:07:37,2H_3',1,2,-1.5,0.88,1.5,0.96,-1.75,-0.87,1.75,0.7,5.0,0.85,0.98,5.25,-0.86,0.69,1.86,3.27,4.33
H2_3',12:07:47,2H_3',1,2,-1.5,0.87,1.5,0.97,-1.75,-0.88,1.75,0.7,5.0,0.84,1.0,5.25,-0.88,0.71,1.85,3.27,4.23
H2_3',12:08:08,2H_3',1,2,-1.5,0.87,1.5,0.96,-1.75,-0.88,1.75,0.7,5.0,0.87,0.97,5.25,-0.85,0.68,1.85,3.27,4.33
H2_3',12:08:18,2H_3',1,2,-1.5,0.87,1.5,0.97,-1.75,-0.88,1.75,0.71,5.0,0.88,0.96,5.25,-0.85,0.68,1.85,3.27,4.33
H2_4',12:08:29,2H_4',1,2,-1.5,0.87,1.5,0.97,-1.75,-0.87,1.75,0.7,5.0,0.87,0.97,5.25,-0.84,0.68,1.87,3.27,4.33
H2_4',12:08:39,2H_4',1,2,-1.5,0.87,1.5,0.96,-1.75,-0.88,1.75,0.71,5.0,0.84,1.0,5.25,-0.87,0.69,1.85,3.27,4.33
H2_4',12:08:49,2H_4',1,2,-1.5,0.87,1.5,0.97,-1.75,-0.88,1.75,0.71,5.0,0.84,1.0,5.25,-0.88,0.7,1.85,3.27,4.33
H2_4',12:09:20,2H_4',1,2,-1.5,0.87,1.5,0.96,-1.75,-0.88,1.75,0.71,5.0,0.84,1.0,5.25,-0.88,0.71,1.88,3.27,4.23
H2_5',12:09:30,2H_5',1,2,-1.5,0.87,1.5,0.96,-1.75,-0.88,1.75,0.71,5.0,0.85,0.99,5.25,-0.86,0.69,1.89,3.27,4.23
H2_5',12:09:40,2H_5',1,2,-1.5,0.88,1.5,0.96,-1.75,-0.86,1.75,0.7,5.0,0.86,0.97,5.25,-0.85,0.68,1.89,3.27,4.23
H2_5',12:09:51,2H_5',1,2,-1.5,0.9,1.5,0.95,-1.75,-0.86,1.75,0.69,5.0,0.88,0.96,5.25,-0.84,0.68,1.89,3.22,4.23
H2_5',12:10:01,2H_5',1,2,-1.5,0.89,1.5,0.95,-1.75,-0.86,1.75,0.69,5.0,0.89,0.95,5.25,-0.83,0.67,1.89,3.22,4.23
H2_5',12:10:11,2H_5',1,2,-1.5,0.9,1.5,0.94,-1.75,-0.85,1.75,0.69,5.0,0.89,0.94,5.25,-0.83,0.66,1.9,3.22,4.23
H2_5',12:10:22,2H_5',1,2,-1.5,0.91,1.5,0.93,-1.75,-0.85,1.75,0.69,5.0,0.91,0.93,5.25,-0.82,0.66,1.9,3.22,4.23
H2_6',12:10:32,2H_6',1,2,-1.5,0.91,1.5,0.93,-1.75,-0.85,1.75,0.69,5.0,0.92,0.92,4.75,0.65,-0.82,1.91,3.17,4.23
H2_6',12:11:13,2H_6',1,2,-1.5,0.92,1.5,0.92,-1.75,-0.81,1.75,0.66,5.0,0.95,0.88,4.75,0.65,-0.81,1.91,3.17,4.23
H2_6',12:11:23,2H_6',1,2,-1.5,0.94,1.5,0.9,-1.25,0.66,1.25,-0.81,5.0,0.98,0.85,4.75,0.67,-0.84,1.9,3.17,4.12
H2_7',12:11:44,2H_7',1,2,-1.5,0.94,1.5,0.9,-1.25,0.66,1.25,-0.82,5.0,0.99,0.84,4.75,0.69,-0.85,1.91,3.17,4.23
H2_7',12:12:05,2H_7',1,2,-1.5,0.95,1.5,0.89,-1.25,0.66,1.25,-0.82,5.0,-0.98,0.82,4.75,0.7,-0.88,1.92,3.17,4.23
H2_7',12:12:15,2H_7',1,2,-1.5,0.95,1.5,0.88,-1.25,0.67,1.25,-0.83,5.0,-0.97,0.8,4.75,0.72,-0.9,1.92,3.17,4.23
H2_8',12:12:36,2H_8',1,2,-1.5,0.96,1.5,0.88,-1.25,0.67,1.25,-0.83,5.0,-0.93,0.78,4.75,0.74,-0.91,1.94,3.13,4.12
